Title,Link,Publisher,Journal,Author Order,Authors,Year,DOI,Quartile
Expert System Integrated with Medical Record for Infectious Diseases using Certainty Factor,https://www.scopus.com/record/display.uri?eid=2-s2.0-85138337411&origin=resultslist,"Proceedings - 2022 IEEE International Conference on Cybernetics and Computational Intelligence, Cybe","Proceedings - 2022 IEEE International Conference on Cybernetics and Computational Intelligence, Cybe",Author Order : 1 of 6,N/A,2022,N/A,no-Q as Conference Proceedin
Betta Fish Image Classification Using Artificial Neural Networks with Gabor Extraction Features,https://www.scopus.com/record/display.uri?eid=2-s2.0-85138404077&origin=resultslist,"Proceedings - 2022 IEEE International Conference on Cybernetics and Computational Intelligence, Cybe","Proceedings - 2022 IEEE International Conference on Cybernetics and Computational Intelligence, Cybe",Author Order : 1 of 6,N/A,2022,N/A,no-Q as Conference Proceedin
Bearing Fault Detection Using Discrete Wavelet Transform and Partitioning Around Medoids Methods,https://www.scopus.com/record/display.uri?eid=2-s2.0-85112517037&origin=resultslist,Lecture Notes in Electrical Engineering,Lecture Notes in Electrical Engineering,Author Order : 1 of 6,N/A,2022,N/A,Q4 as Book Series
Rule-Based Control Strategy for Tempe Fermentation Incubator with Internet of Things Monitoring,https://www.scopus.com/record/display.uri?eid=2-s2.0-85180527393&origin=resultslist,"ICSEC 2022 - 4th International Conference on Sustainable Engineering and Creative Computing, Proceed","ICSEC 2022 - 4th International Conference on Sustainable Engineering and Creative Computing, Proceed",Author Order : 1 of 6,N/A,2022,N/A,no-Q as Conference Proceedin
Image Classification of Canaries Using Artificial Neural Network,https://www.scopus.com/record/display.uri?eid=2-s2.0-85138321141&origin=resultslist,Proceedings - International Conference on Informatics and Computational Sciences,Proceedings - International Conference on Informatics and Computational Sciences,Author Order : 1 of 6,N/A,2021,N/A,no-Q as Conference Proceedin
Approachability Evaluation of Virtual Reality Educational Game: The Case of Keepin,https://www.scopus.com/record/display.uri?eid=2-s2.0-85111096168&origin=resultslist,Journal of Physics: Conference Series,Journal of Physics: Conference Series,Author Order : 1 of 6,N/A,2021,N/A,Q4 as Conference Proceedin
Hardware in the Loop Simulation of Control Optimal of DC Motor Base on Modified Quantum-Behaved Particle Swarm Optimization,https://www.scopus.com/record/display.uri?eid=2-s2.0-85111135554&origin=resultslist,Journal of Physics: Conference Series,Journal of Physics: Conference Series,Author Order : 1 of 6,N/A,2021,N/A,Q4 as Conference Proceedin
Foreword,https://www.scopus.com/record/display.uri?eid=2-s2.0-85111144512&origin=resultslist,Journal of Physics: Conference Series,Journal of Physics: Conference Series,Author Order : 1 of 6,N/A,2021,N/A,Q4 as Conference Proceedin
Modeling of Convolutional Neural Networks for Detection and Classification of Three Vehicle Classes,https://www.scopus.com/record/display.uri?eid=2-s2.0-85111171454&origin=resultslist,Journal of Physics: Conference Series,Journal of Physics: Conference Series,Author Order : 1 of 6,N/A,2021,N/A,Q4 as Conference Proceedin
Toward SCORM generating based on semantic representation of knowledge organizer,https://www.scopus.com/record/display.uri?eid=2-s2.0-85016001804&origin=resultslist,Proceedings of 2016 8th International Conference on Information Technology and Electrical Engineerin,Proceedings of 2016 8th International Conference on Information Technology and Electrical Engineerin,Author Order : 1 of 6,N/A,2017,N/A,no-Q as Conference Proceedin
A knowledge base repository model for multiple domain problems of distributed expert system,https://www.scopus.com/record/display.uri?eid=2-s2.0-85049374428&origin=resultslist,"Proceedings - 2017 International Conference on Sustainable Information Engineering and Technology, S","Proceedings - 2017 International Conference on Sustainable Information Engineering and Technology, S",Author Order : 1 of 4,N/A,2017,N/A,no-Q as Conference Proceedin
An online expert system for consultation services using a mobile application interface,https://www.scopus.com/record/display.uri?eid=2-s2.0-84973375134&origin=resultslist,Jurnal Teknologi,Jurnal Teknologi,Author Order : 1 of 4,N/A,2016,N/A,Q3 as Journal
Domain based web retrieval driven by semantic representation of personal knowledge organizer,https://www.scopus.com/record/display.uri?eid=2-s2.0-84971016522&origin=resultslist,Jurnal Teknologi,Jurnal Teknologi,Author Order : 1 of 4,N/A,2016,N/A,Q3 as Journal
Consultation services using IVR telephony based on expert system perspective,https://www.scopus.com/record/display.uri?eid=2-s2.0-84966670348&origin=resultslist,Proceedings - 2015 International Conference on Science in Information Technology: Big Data Spectrum,Proceedings - 2015 International Conference on Science in Information Technology: Big Data Spectrum,Author Order : 1 of 4,N/A,2016,N/A,no-Q as Conference Proceedin
Enhancing online expert system consultation service with short message service interface,https://www.scopus.com/record/display.uri?eid=2-s2.0-84927948732&origin=resultslist,"2014 1st International Conference on Information Technology, Computer, and Electrical Engineering: G","2014 1st International Conference on Information Technology, Computer, and Electrical Engineering: G",Author Order : 1 of 4,N/A,2015,N/A,no-Q as Conference Proceedin
Providing information sources domain for information seeking agent from organizing knowledge,https://www.scopus.com/record/display.uri?eid=2-s2.0-84927936374&origin=resultslist,"2014 1st International Conference on Information Technology, Computer, and Electrical Engineering: G","2014 1st International Conference on Information Technology, Computer, and Electrical Engineering: G",Author Order : 1 of 4,N/A,2015,N/A,no-Q as Conference Proceedin
An agent model of domain based information seeking on personal knowledge organizer,https://www.scopus.com/record/display.uri?eid=2-s2.0-84949928296&origin=resultslist,"2014 International Conference on Information Technology Systems and Innovation, ICITSI 2014 - Procee","2014 International Conference on Information Technology Systems and Innovation, ICITSI 2014 - Procee",Author Order : 1 of 4,N/A,2014,N/A,no-Q as Conference Proceedin
